ChannelName	X	Y	Xc	Yc	Height	Area	Width	Phi	Ax	BG	I	Frame	Length	Link	Valid	Z	Zc	Photons	LateralLocalizationAccuracy	Xw	Yw	Xwc	Ywc
405/561	12354.2	16509	12329.4	16420.3	673.91589	8574.33398	326.62238	0.96455	1.47039	365.52789	18250.75781	1554	2	63	1	829.368	829.368	1543.38012	7.56245	12354.2	16509	12468.4249843688	16419.9384983693
405/561	12297.8	16403	12272.7	16314.1	612.25287	13633.81152	345.68207	0.26292	1.41637	376.604	24810.60547	1574	3	70	1	822.24	822.24	2454.08607	6.5261	12297.8	16403	12411.8180651933	16313.6993384272
405/561	12288.3	16541.8	12262.8	16452.6	536.0199	3956.93774	346.85599	0.55658	1.56754	308.15002	6804.021	1609	1	66	1	802.152	802.152	712.24879	11.92492	12288.3	16541.8	12402.0809566362	16452.1308085284
405/561	12240	16551.8	12214.2	16462.3	654.05859	5730.76514	377.88358	0.93221	1.31427	287.81949	8986.14844	1630	1	86	1	811.224	811.224	1031.53772	9.87485	12240	16551.8	12353.578691502	16461.7896905892
405/561	12243.6	16565.6	12217.4	16475.8	665.49268	4081.66455	316.1601	1.08292	1.34255	178.88742	10983.89844	1657	1	15	1	852.696	852.696	734.69962	8.56973	12243.6	16565.6	12356.904350615	16475.2368246673
405/561	12250	16460.9	12222.6	16366.2	730.63727	5717.55225	357.12003	0.14581	1.38725	259.50955	9967.71973	1775	1	11	1	817.056	817.056	1029.1594	8.77556	12250	16460.9	12362.6535274796	16365.4057810088
405/561	12272.3	16580.5	12244.7	16484.4	580.50238	7716.53711	330.49933	0.82904	1.46361	287.82794	14874.00879	1799	2	68	1	827.424	827.424	1388.97668	7.77588	12272.3	16580.5	12384.865224469	16483.5587890783
405/561	12254	16369.5	12226.4	16273.2	251.58423	22125.27344	357.98544	0.20279	1.37394	314.59891	34681.30859	1802	5	25	1	818.352	818.352	3982.54922	5.15232	12254	16369.5	12366.5791865927	16272.352915087
405/561	12268.4	16121.1	12240.6	16023.2	532.63153	4117.48291	354.94617	0.35056	1.26997	357.43375	6436.63623	1831	1	67	1	837.792	837.792	741.14692	12.62148	12268.4	16121.1	12380.9141537882	16022.2961331709
405/561	12349.7	16320	12319.9	16214.7	765.52832	5742.84229	349.6575	0.21819	1.25282	193.18164	10133.37793	1940	1	22	1	844.272	844.272	1033.71161	7.83834	12349.7	16320	12460.7214442818	16213.5827114863
405/561	12309.5	16476.9	12279.2	16370.4	634.83875	5341.58789	370.30835	0.94179	1.22452	419.02625	7878.7251	1954	1	7	1	834.552	834.552	961.48582	11.48428	12309.5	16476.9	12420.0866008589	16369.2552995268
405/561	12253.4	16355.3	12222	16246.4	2399.8999	34529.71875	351.07639	0.1923	1.28553	496.34543	30787.40625	1983	2	6	1	837.792	837.792	6215.34937	3.0995	12253.4	16355.3	12363.0215680545	16245.1985176107
405/561	12419.1	16287.3	12386.9	16176.7	743.48145	8327.8584	323.07172	1.36567	1.62768	344.42911	13277.18359	2004	2	11	1	814.464	814.464	1499.01451	7.46116	12419.1	16287.3	12528.0193029202	16175.4573996715
405/561	12329.7	16369.3	12297.1	16257.9	710.83453	29653.09961	380.17349	0.91445	1.34421	340.61343	44160.17578	2013	5	27	1	803.448	803.448	5337.55793	4.57638	12329.7	16369.3	12438.2611892912	16256.6397776975
405/561	12408.9	16366.5	12373	16247.2	513.33594	3191.42725	318.31104	1.12945	1.41176	247.28221	6105.75732	2108	1	61	1	842.328	842.328	574.4569	11.5179	12408.9	16366.5	12514.6033232076	16245.7537679725
405/561	12304.2	16472.7	12268.3	16352.9	362.46033	3023.50635	368.71027	0.99379	1.18316	143.89969	7530.90869	2114	1	30	1	844.272	844.272	544.23114	12.86123	12304.2	16472.7	12409.931247455	16351.4420199898
405/561	12338.7	16416.8	12302.7	16295.2	558.5401	13001.24023	349.12662	0.2507	1.22957	308.52524	18876.94531	2134	3	57	1	848.808	848.808	2340.22324	6.45202	12338.7	16416.8	12444.4243282795	16293.7028600477
405/561	12341.5	16411.2	12305.2	16284.4	821.52161	5949.69141	343.55618	0.06807	1.29354	320.74908	9136.87402	2191	1	10	1	841.68	841.68	1070.94445	8.51583	12341.5	16411.2	12447.1896086293	16282.7912542126
405/561	12420.9	16375.6	12384.6	16247.4	379.06464	2405.52051	321.59399	1.28928	1.56063	292.81488	4389.13623	2207	1	67	1	822.24	822.24	432.99369	15.77681	12420.9	16375.6	12526.6640732889	16245.7599262589
405/561	12379.3	16347.5	12343	16218.8	773.51892	8309.23047	336.90314	0.79528	1.54509	352.55884	14036.39453	2212	2	10	1	812.52	812.52	1495.66148	8.07407	12379.3	16347.5	12485.0873434951	16217.1501362734
405/561	12300.1	16363.1	12263.7	16230.9	828.65906	22707.20117	377.27551	0.95453	1.29958	346.80182	35639.48828	2250	4	38	1	814.464	814.464	4087.29621	5.27107	12300.1	16363.1	12405.9641970616	16229.1757323834
405/561	12323	16351.5	12286.5	16218.3	670.09863	10091.41211	376.87695	0.72168	1.38167	357.41864	16385.25586	2261	2	48	1	800.856	800.856	1816.45418	8.30263	12323	16351.5	12428.8153915151	16216.5541944152
405/561	12348.1	16421.9	12311.4	16285.3	908.3988	7545.07764	367.9202	0.87982	1.21948	442.43066	9400.52148	2300	1	14	1	837.144	837.144	1358.11397	8.65852	12348.1	16421.9	12453.8968991229	16283.4778325281
405/561	12348.2	16433.1	12310.4	16289.6	504.40945	3757.87012	348.44907	0.32012	1.18571	229.68408	7812.02197	2379	1	53	1	857.88	857.88	676.41662	11.38675	12348.2	16433.1	12453.2645683797	16287.6231507567
405/561	12299.9	16386.7	12262.2	16242.8	522.61005	11095.1582	386.40549	1.32636	1.25995	217.38824	17653.79688	2384	2	24	1	813.168	813.168	1997.12848	6.82375	12299.9	16386.7	12405.0878385858	16240.8133607712
405/561	12306	16404.6	12267.8	16257.9	486.60443	5147.85938	337.25781	0.21421	1.26273	243.31244	9979.31445	2416	2	21	1	851.4	851.4	926.61469	10.6709	12306	16404.6	12410.836767905	16255.8507048638
405/561	12345.7	16415.3	12306	16258.8	678.36865	10670.80762	379.95825	1.2982	1.20153	304.4996	18519.71484	2533	2	0	1	831.312	831.312	1920.74537	7.60598	12345.7	16415.3	12449.5812907284	16256.5216192023
405/561	12360.1	16386.3	12319.9	16226.3	545.0871	3829.32813	338.36731	0.61968	1.48039	343.16104	5402.40479	2580	1	28	1	819	819	689.27906	12.20887	12360.1	16386.3	12463.7000306659	16223.9295933383
405/561	12386.8	16367.8	12346.6	16207.4	547.53339	4300.83496	357.79242	0.43913	1.27065	296.73447	7180.88867	2584	1	43	1	835.2	835.2	774.15029	11.55843	12386.8	16367.8	12490.4186468308	16205.0217613499
405/561	12363.4	16375.7	12322.9	16213.6	631.6922	22151.65625	356.77615	0.33064	1.30371	267.05176	35729.35547	2607	5	19	1	830.664	830.664	3987.29812	4.85034	12363.4	16375.7	12466.825689779	16211.1767274165
405/561	12356.1	16412.7	12312.3	16237.9	477.36935	6934.29834	351.89114	0.09758	1.33955	299.17551	4063.33911	2790	2	21	1	828.72	828.72	1248.1737	9.56388	12356.1	16412.7	12457.0773793232	16235.118413946
405/561	12338.7	16378.1	12294.2	16201.6	549.0285	12568.51758	368.9176	0.52279	1.37298	283.66904	18267.99023	2818	3	10	1	809.28	809.28	2262.33316	7.06789	12338.7	16378.1	12439.1076924776	16198.7635900271
405/561	12371.8	16373.9	12326.9	16196.4	520.83588	4187.63965	361.98807	0.79608	1.17463	194.66168	6639.23242	2833	1	8	1	850.752	850.752	753.77514	10.54406	12371.8	16373.9	12471.8775030959	16193.5342200705
405/561	12298.8	16352.7	12253.7	16174.8	476.42963	10937.36523	359.69696	0.28568	1.36044	310.36478	18570.39453	2841	3	12	1	819	819	1968.72574	7.86573	12298.8	16352.7	12398.7147354257	16171.9185560936
405/561	12349.4	16446	12303.5	16266.3	310.04819	7708.91797	381.87088	1.19052	1.26184	296.06342	22792.375	2871	2	33	1	817.056	817.056	1387.60523	9.99717	12349.4	16446	12448.6543566625	16263.3598161804
405/561	12299.5	16460.9	12253.3	16280.6	568.95233	3372.69897	310.82138	1.2909	1.35538	292.53967	7214.25195	2881	1	9	1	853.992	853.992	607.08582	11.18104	12299.5	16460.9	12398.5008970747	16277.6402362094
405/561	12308.9	16391.3	12262.5	16210.3	664.33722	9043.38281	320.0239	1.42647	1.61005	352.67056	-20258.73242	2891	3	22	1	818.352	818.352	1627.80891	7.95205	12308.9	16391.3	12407.747437487	16207.3206562383
405/561	12325.3	16440.9	12278	16256.8	365.66888	5379.71582	310.59039	1.496	1.47458	208.34863	11939.07031	2931	3	11	1	839.736	839.736	968.34885	9.77387	12325.3	16440.9	12423.433599136	16253.7423363541
405/561	12311.2	16378.5	12261.8	16185.7	505.29385	8906.92383	381.71298	0.95241	1.34576	307.90021	15471.83984	3036	2	42	1	802.152	802.152	1603.24629	8.95278	12311.2	16378.5	12407.7222734647	16182.4367466579
405/561	12322.6	16405.2	12273.2	16212.2	545.15497	23135.85156	357.87689	0.41673	1.28143	231.28931	38992.35938	3039	5	8	1	833.256	833.256	4164.45328	4.50178	12322.6	16405.2	12419.1362355883	16208.9308726666
405/561	12400.6	16451.9	12350.9	16257.7	293.17728	2022.82825	335.33154	0.83971	1.54404	315.78677	5108.52686	3053	1	15	1	813.816	813.816	364.10908	20.37837	12400.6	16451.9	12496.9013921655	16254.4034607071
405/561	12335.9	16392.8	12285.9	16197.4	529.06421	3353.19702	321.39224	1.07799	1.44027	276.04941	4685.21191	3068	1	0	1	836.496	836.496	603.57546	11.64023	12335.9	16392.8	12431.9712027839	16194.0740907505
405/561	12307.5	16393.2	12257.5	16197.6	415.4567	10431.19922	323.67648	0.97032	1.42229	366.13385	20869.64453	3070	4	6	1	837.144	837.144	1877.61586	8.08577	12307.5	16393.2	12403.5805108663	16194.2701747563
405/561	12314.5	16403.4	12262.5	16200.3	409.75311	13181.94727	362.0257	0.5609	1.27507	275.32813	21069.06836	3267	3	7	1	831.312	831.312	2372.75051	6.51967	12314.5	16403.4	12409.4973569877	16196.5844493264
405/561	12327.7	16426.1	12274.5	16218.5	667.7597	10333.20508	352.2533	0.26557	1.26949	316.21539	16519.79102	3370	2	8	1	839.736	839.736	1859.97691	6.99077	12327.7	16426.1	12421.9767232339	16214.5827756245
405/561	12320.3	16449.7	12265.7	16236.4	592.30334	19769.95313	355.11353	0.29413	1.29708	314.05539	36004.29297	3476	5	2	1	832.608	832.608	3558.59156	5.58655	12320.3	16449.7	12413.6700516038	16232.2752279312
405/561	12337.8	16391.7	12279.5	16173.8	279.43878	2345.72583	369.87531	0.46672	1.40535	14.88393	5440.91357	3576	1	29	1	803.448	803.448	422.23065	10.16322	12337.8	16391.7	12427.9354557263	16169.4794282206
405/561	12348.3	16422.8	12286.8	16202.1	617.56372	11100.23633	345.13315	0.16272	1.20765	199.56738	20782.67969	3643	3	1	1	855.936	855.936	1998.04254	6.28037	12348.3	16422.8	12435.5472764884	16197.6482424145
405/561	12232.8	16310.5	12169.4	16088.1	321.97812	2984.52808	388.67331	1.23747	1.31246	339.65146	3856.58496	3681	1	20	1	801.504	801.504	537.21505	19.24902	12232.8	16310.5	12318.324130055	16083.5738385244
405/561	12334.6	16446.6	12270.1	16223.5	536.4046	3448.87573	323.70734	0.84348	1.35344	386.72705	7256.09668	3715	1	41	1	846.216	846.216	620.79763	12.92941	12334.6	16446.6	12419.1823674566	16218.9072666228
405/561	12327.7	16396.7	12263.1	16173.9	575.50964	4317.92188	349.6803	0.24677	1.46333	137.55179	8047.6416	3737	1	3	1	812.52	812.52	777.22594	8.92349	12327.7	16396.7	12412.2847563636	16169.2641906865
405/561	12320.9	16481.8	12250	16252.7	534.96552	11823.50586	334.0408	0.75381	1.48143	222.25063	21630.34375	4187	4	2	1	822.24	822.24	2128.23105	6.40824	12320.9	16481.8	12401.2790749149	16247.1830919887
405/561	12307	16441.2	12231.3	16205	514.58868	11123.61914	357.75534	0.16801	1.38588	261.59402	23052.39063	4309	3	11	1	816.408	816.408	2002.25145	7.23994	12307	16441.2	12383.1468679444	16199.2442163417
405/561	12349.4	16480	12273.5	16243.6	413.3172	2664.698	324.14722	1.02503	1.46032	312.25177	284001.40625	4317	1	8	1	831.96	831.96	479.64564	14.98307	12349.4	16480	12425.3841002742	16237.8285523649
405/561	12333.1	16424.3	12255.1	16185.6	476.47223	10822.19434	364.52084	0.25487	1.43033	252.13544	20467.24609	4421	3	0	1	804.744	804.744	1947.99498	7.54771	12333.1	16424.3	12407.4681205616	16179.6249206659
405/561	12421.8	16456.6	12342.9	16217	269.59262	2287.375	371.85593	0.66476	1.35036	224.11493	5357.67188	4465	1	35	1	809.928	809.928	411.7275	19.18256	12421.8	16456.6	12495.4728983755	16210.9387687932
405/561	12332.5	16440.8	12252.9	16200.4	676.70905	5440.27686	361.96747	0.29276	1.38519	326.1254	8675.21777	4501	1	8	1	813.168	813.168	979.24983	10.00121	12332.5	16440.8	12405.6404438597	16194.2682808974
405/561	12299.9	16489	12222.7	16250.8	359.49918	8044.26514	373.6554	0.79739	1.31939	217.53625	15426.60352	4557	3	9	1	813.816	813.816	1447.96772	9.61806	12299.9	16489	12375.7010701683	16244.5586330594
405/561	12298.7	16429	12225.4	16194.5	420.21094	4203.42432	322.62476	0.7684	1.29094	216.64813	7217.66992	4646	2	9	1	855.936	855.936	756.61638	11.29877	12298.7	16429	12378.8152798373	16188.084371317
405/561	12330.8	16508.5	12260.3	16276.6	377.36407	6744.89893	313.72311	1.46155	1.51573	225.636	13356.37891	4720	3	11	1	833.256	833.256	1214.08181	8.43166	12330.8	16508.5	12414.059678888	16270.0394795311
405/561	12309.2	16447.4	12239	16215.9	498.07208	12499.71484	323.77835	1.31052	1.60914	256.90619	24259.22461	4740	5	0	1	815.76	815.76	2249.94867	6.58451	12309.2	16447.4	12392.8527597125	16209.300319589
405/561	12342.6	16476.4	12272.8	16245.3	576.75452	24359.69531	362.07809	0.20459	1.4228	309.5838	40026.44531	4765	5	3	1	807.336	807.336	4384.74516	4.81922	12342.6	16476.4	12426.7691107431	16238.6513696613
405/561	12310.5	16481.8	12242.1	16252.1	687.07721	16144.03223	377.39832	1.107	1.24411	327.7514	29911.80859	4846	4	55	1	824.832	824.832	2905.9258	6.90846	12310.5	16481.8	12396.4460880824	16245.2927718957
405/561	12330.3	16508.5	12262.3	16279.3	756.68903	13392.15918	347.71051	0.14056	1.38865	330.13144	18868.16211	4866	3	6	1	824.184	824.184	2410.58865	6.39561	12330.3	16508.5	12416.7391689069	16272.4536119536
405/561	12299.5	16484.1	12232.1	16255.5	528.57483	8336.12988	364.05618	0.16912	1.4598	201.19196	16118.41406	4907	2	11	1	800.856	800.856	1500.50338	7.62442	12299.5	16484.1	12386.7299845971	16248.5733340722
405/561	12349.8	16485.6	12282.4	16257	480.41367	4211.51758	377.98248	1.46849	1.11177	209.05673	6491.16846	4947	1	2	1	853.992	853.992	758.07316	11.482	12349.8	16485.6	12437.2161462461	16249.995014188
405/561	12319.8	16475.2	12252.4	16246.6	497.97076	4317.13184	375.88568	1.0272	1.25715	241.78452	7548.90625	4991	1	5	1	823.536	823.536	777.08373	11.67762	12319.8	16475.2	12407.42092406	16239.5088623153
405/561	12347.5	16514.9	12280.1	16286.3	529.59821	3874.01636	345.27689	0.10853	1.23645	342.32379	5573.68018	4997	1	1	1	850.104	850.104	697.32294	12.49654	12347.5	16514.9	12435.1488483074	16279.1971143327
405/561	12346.8	16501.4	12279.4	16272.8	489.29843	9405.22461	366.53824	0.26457	1.44878	224.10754	15629.20313	5009	2	10	1	800.208	800.208	1692.94043	7.22746	12346.8	16501.4	12434.5046968021	16265.6736183674
405/561	12317.8	16461.7	12250.4	16233.1	503.58261	10023.97266	363.51956	0.15493	1.45964	225.54893	19271.75391	5037	3	1	1	801.504	801.504	1804.31508	7.71535	12317.8	16461.7	12405.6350099564	16225.9187944484
Bead Drift Correction	12341.6	16461.3	12341.6	16461.3	305.94998	2465.21704	362.37848	0.58304	1.75452	112.49569	4985.68115	102	1	30	1	803.808	803.808	443.73907	13.69172	12341.6	16461.3	12497.3702246973	16453.8936247812
405/561	12302.8	16629.1	12295.2	16615.7	181.14021	1475.00842	364.29214	0.24819	1.43039	262.22287	3860.59717	350	1	58	1	840.744	840.744	265.50152	29.25125	12302.8	16629.1	12452.1244269212	16607.8080414989
405/561	12366	16448.9	12358.5	16430.9	692.59656	5496.77832	359.64499	0.70613	1.78055	308.04791	8389.99512	388	1	5	1	803.808	803.808	989.4201	9.63879	12366	16448.9	12515.6012804877	16422.9336376089
405/561	12297.9	16525.4	12290.6	16502.7	847.23169	23940.10156	349.48553	0.66942	1.65213	314.2482	46676.94922	427	4	5	1	826.488	826.488	4309.21828	4.32664	12297.9	16525.4	12447.8827880955	16494.6572757217
405/561	12301	16563.8	12293.8	16536.7	806.74097	7289.89893	383.75473	0.41899	1.55506	361.29343	12227.92188	464	1	9	1	805.752	805.752	1312.18181	8.93756	12301	16563.8	12451.2549876208	16528.5848298288
405/561	12352.9	16453.1	12345.7	16417.9	522.19421	4789.96631	386.64307	1.19337	1.30853	201.57108	7323.05908	568	1	0	1	840.096	840.096	862.19394	10.61425	12352.9	16453.1	12503.6390079083	16409.5811981297
405/561	12380.9	16484.3	12373.6	16447.9	494.86551	3557.37646	342.27988	0.81575	1.62971	363.79147	7966.76172	589	1	35	1	834.912	834.912	640.32776	13.54245	12380.9	16484.3	12531.636742774	16439.5400801905
405/561	12346.2	16517.5	12338.6	16477.6	596.16003	8874.46387	348.24277	0.28518	1.46167	391.29819	18168.67773	653	2	0	1	849.816	849.816	1597.4035	8.3707	12346.2	16517.5	12496.9346014124	16469.1147683757
405/561	12362.6	16547.3	12354.8	16505.1	386.58319	9952.85352	330.02084	0.93865	1.51263	291.21359	26194.125	696	4	26	1	857.592	857.592	1791.51363	7.99233	12362.6	16547.3	12513.3347251851	16496.5305745002
405/561	12338.7	16459.7	12330.9	16414.2	465.3699	13007.45703	399.19214	1.13427	1.43401	232.50676	24206.04297	764	3	6	1	806.4	806.4	2341.34227	7.31893	12338.7	16459.7	12489.7511999884	16405.4974306969
405/561	12200.8	16133.6	12193	16086.5	402.0108	3360.83008	369.11734	0.63686	1.33054	194.15543	4412.63721	799	1	39	1	851.76	851.76	604.94941	12.97934	12200.8	16133.6	12352.0140914313	16077.7289007982
405/561	12331.7	16483.4	12324	16433.5	678.27435	6346.46191	390.50192	0.9847	1.4144	231.55431	10272.38379	856	1	4	1	818.064	818.064	1142.36314	8.98617	12331.7	16483.4	12483.2793717811	16424.6172949632
405/561	12191.1	16820.3	12183.3	16768.5	432.02863	9266.12695	390.23822	1.16498	1.35125	259.39191	18058.99414	894	2	53	1	829.08	829.08	1667.90285	8.47399	12191.1	16820.3	12342.7562253477	16759.5428910731
405/561	12362.6	16489.4	12354.5	16434.6	605.94611	5648.21729	389.76135	0.76339	1.48353	319.89856	6965.54785	944	1	25	1	808.992	808.992	1016.67911	10.87362	12362.6	16489.4	12514.188927409	16425.5449912178
405/561	12343.8	16488.9	12335.6	16433.6	510.98987	4275.68506	369.28082	0.43812	1.4101	199.26547	8009.06885	952	1	12	1	839.448	839.448	769.62331	10.77383	12343.8	16488.9	12495.3261597388	16424.529327241
405/561	12343.1	16503.6	12334.6	16446.9	340.76993	5634.12988	370.04434	0.02349	1.58068	242.99213	11823.44434	974	2	42	1	815.472	815.472	1014.14338	11.55806	12343.1	16503.6	12494.4285486457	16437.7862513046
405/561	12352.7	16494.9	12344.1	16437.6	732.36566	6989.50439	394.38397	1.41547	1.3043	190.46164	12636.26563	983	1	45	1	832.968	832.968	1258.11079	8.0444	12352.7	16494.9	12503.9704350167	16428.4686293307
405/561	12371.8	16485.4	12363.1	16427.8	889.31812	33617.78906	397.1051	1.23122	1.38686	284.46167	50611.4375	988	5	6	1	816.12	816.12	6051.20203	4.18588	12371.8	16485.4	12522.9937052229	16418.6588393451
405/561	12301.3	16581.6	12292.4	16522.3	442.87665	6324.98145	389.10187	0.86587	1.44304	267.00912	11480.3877	1015	2	35	1	815.472	815.472	1138.49666	11.80199	12301.3	16581.6	12452.419364336	16513.1059734233
405/561	12359.1	16554.9	12350	16494.5	379.33701	2605.14355	334.55173	1.12616	1.67708	106.7262	7735.05957	1031	1	46	1	836.208	836.208	468.92584	11.45802	12359.1	16554.9	12510.0938289956	16485.2746454696
405/561	12352.9	16513.8	12343.7	16453.2	693.79547	6416.92773	388.24683	1.08388	1.36107	339.30878	9968.86426	1035	1	5	1	829.08	829.08	1155.04699	9.91023	12352.9	16513.8	12503.8124451605	16443.9668134812
405/561	12301.8	16514.5	12290.2	16447.6	770.11102	12520.02051	391.32043	1.21026	1.34555	229.78947	22303.24023	1147	3	1	1	829.08	829.08	2253.60369	7.28303	12301.8	16514.5	12450.8336977777	16438.1475178053
405/561	12346.2	16545.9	12333.9	16478.2	917.86951	11933.17578	394.06296	1.03151	1.42791	255.87207	18041.96484	1165	2	22	1	812.88	812.88	2147.97164	6.96909	12346.2	16545.9	12494.6174705197	16468.7122738574
405/561	12366.1	16517.5	12351.6	16447.3	372.80746	3129.52905	369.87695	0.64492	1.33602	243.73419	6927.83887	1221	1	33	1	850.464	850.464	563.31523	14.93573	12366.1	16517.5	12512.5780968284	16437.7026260194
Bead Drift Correction	12231.4	16388.1	12213.4	16313.4	311.2345	2486.66772	360.84863	0.18148	1.56878	199.13426	3641.06787	1314	1	18	1	825.84	825.84	447.60019	16.22905	12231.4	16388.1	12374.8109226623	16303.6205322885
405/561	12378	16474.7	12359.1	16398.2	823.19336	7232.21582	378.3945	1.08073	1.26487	210.24551	11910.8916	1340	1	48	1	855.648	855.648	1301.79885	7.56243	12378	16474.7	12520.6319277342	16388.3696243638
405/561	12334	16498.8	12314.2	16420.2	732.71893	6001.07666	365.34732	0.10036	1.50177	333.61871	11112.17578	1369	1	21	1	829.728	829.728	1080.1938	9.437	12334	16498.8	12475.8668949297	16410.3128424477
405/561	12437.7	16613	12416.8	16532.1	388.6178	2667.06616	334.43799	0.82341	1.52249	175.65489	6497.05518	1401	1	15	1	853.056	853.056	480.07191	12.95611	12437.7	16613	12578.6158242489	16522.1501865403
405/561	12350.9	16529.5	12327.9	16443.9	577.05615	10657.03027	390.06912	0.82962	1.46342	280.2229	15603.74219	1468	2	24	1	811.584	811.584	1918.26545	7.73528	12350.9	16529.5	12490.027645011	16433.8190007342
405/561	12354.5	16467.3	12330.2	16379.1	485.18762	12976.48926	342.12323	0.88998	1.66332	274.71011	28647.22656	1513	4	46	1	831.024	831.024	2335.76807	6.624	12354.5	16467.3	12492.5370768661	16368.9308908644
405/561	12381.3	16442.1	12356	16353.1	451.11469	3634.13599	362.34073	0.51528	1.72527	284.45181	7614.14697	1587	1	11	1	807.048	807.048	654.14448	13.41003	12381.3	16442.1	12518.6814759168	16342.7859990785
405/561	12400.4	16481.5	12374.6	16392	340.15347	6520.99609	335.32974	1.09782	1.6737	424.35571	11965.34668	1627	2	44	1	836.208	836.208	1173.7793	10.56791	12400.4	16481.5	12537.4676375658	16381.6076791943
405/561	12401.1	16460.8	12375.2	16371.3	671.14545	7495.52246	344.23743	0.66345	1.58323	302.92105	14129.65137	1636	2	31	1	838.152	838.152	1349.19404	8.66537	12401.1	16460.8	12538.1095239368	16360.8900572203
405/561	12304.5	16544.5	12277	16449.4	914.81372	17141.07617	391.55386	0.67207	1.52885	244.92596	24338.01563	1783	2	4	1	800.568	800.568	3085.39371	5.14347	12304.5	16544.5	12440.5936679969	16438.7022316457
405/561	12320.6	16575.4	12293	16479.3	721.75415	13058.99219	370.35452	0.31363	1.46993	247.59496	25967.83594	1800	3	28	1	829.728	829.728	2350.61859	6.58729	12320.6	16575.4	12456.6727866978	16468.5689456949
405/561	12342.3	16508.3	12313.3	16404.7	621.89081	5212.16504	369.58304	0.19589	1.66329	233.09285	19020.72852	1919	1	18	1	806.4	806.4	938.18971	9.65245	12342.3	16508.3	12477.5266176036	16393.7359440393
405/561	12319.1	16453.3	12289.4	16348.4	838.06244	13859.20313	357.53934	0.14943	1.51791	327.4162	14931.09766	1935	2	5	1	834.912	834.912	2494.65656	5.7125	12319.1	16453.3	12453.7010822632	16337.4046160856
405/561	12350.2	16500.1	12320.3	16394.5	542.26074	3777.57275	336.9476	0.81187	1.5539	51.11514	7717.18945	1943	1	15	1	847.224	847.224	679.9631	7.78451	12350.2	16500.1	12484.638314593	16383.4889521087
405/561	12331.9	16508.7	12300.9	16400.8	751.54559	24599.11328	376.56284	0.28044	1.54306	258.84186	47150.93359	1970	5	10	1	814.176	814.176	4427.84039	4.80921	12331.9	16508.7	12465.3639737061	16389.7360861869
405/561	12397	16494.3	12364.7	16383.5	681.38336	21239.34375	360.78015	0.11597	1.44431	292.90399	38501.62109	2006	5	10	1	841.392	841.392	3823.08187	5.27207	12397	16494.3	12529.3315191902	16372.365598291
405/561	12348.9	16513	12314.9	16398.5	490.06631	3915.73218	360.86029	0.17851	1.41919	317.67422	7813.67725	2050	1	25	1	845.28	845.28	704.83179	12.99313	12348.9	16513	12479.7362970041	16387.2794464184
405/561	12357.1	16435.3	12321.1	16311.7	558.10254	6972.69678	349.94662	0.71813	1.67995	199.02817	18614.80273	2155	2	28	1	822.6	822.6	1255.08542	8.23981	12357.1	16435.3	12486.4249713327	16300.2738567222
405/561	12366.7	16468.5	12330.5	16343.2	452.65118	8736.53906	368.05414	0.1934	1.49323	265.11044	15789.90527	2175	2	16	1	828.432	828.432	1572.57703	8.14184	12366.7	16468.5	12495.9180521572	16331.7346967801
405/561	12328	16488.6	12291.7	16359	546.31067	4507.94727	366.71579	0.04472	1.53856	298.72723	6602.39209	2222	1	32	1	823.896	823.896	811.43051	11.60035	12328	16488.6	12457.3367920948	16347.4426709161
405/561	12359.5	16459.4	12323.1	16329.2	485.7756	3918.00317	362.55557	0.20256	1.59601	223.65382	5580.58203	2228	1	1	1	820.656	820.656	705.24057	11.63282	12359.5	16459.4	12488.7647163422	16317.6309229335
405/561	12290.3	16543.5	12252.5	16399.4	565.02582	9683.02832	393.49048	1.13551	1.38889	261.08801	16774.22852	2386	2	13	1	819.36	819.36	1742.9451	8.29981	12290.3	16543.5	12418.9000548558	16387.5215593907
405/561	12394.2	16520.1	12353	16353	428.05771	3580.23779	369.20267	0.34394	1.71962	311.50311	7138.69873	2672	1	28	1	801.216	801.216	644.4428	14.48837	12394.2	16520.1	12520.7311106462	16340.5615722183
405/561	12330.4	16479.6	12289.1	16312.1	442.17712	11447.82031	386.97531	0.85553	1.42846	310.14835	19670.04688	2678	3	41	1	820.008	820.008	2060.60766	8.56773	12330.4	16479.6	12456.8590348936	16299.6498242357
405/561	12358	16527.2	12314.8	16354	488.45673	8664.33008	385.78696	0.95347	1.38387	298.57953	14527.19531	2763	2	14	1	827.784	827.784	1559.57941	9.23102	12358	16527.2	12482.9546283977	16341.3833944817
405/561	12296.4	16520.9	12252.6	16346.1	566.20978	7088.06348	392.47314	1.43498	1.28077	287.09995	11900.05371	2791	2	19	1	839.448	839.448	1275.85143	11.14331	12296.4	16520.9	12420.884941552	16333.4285705627
405/561	12367.3	16480	12322.4	16302.6	368.33771	2336.74634	321.54572	1.39167	1.61656	206.89758	6514.06982	2833	1	35	1	852.408	852.408	420.61434	14.2975	12367.3	16480	12490.8804112835	16289.8463346842
405/561	12380	16482.8	12332.2	16296.2	1451.65381	12134.83105	369.10114	0.10256	1.53997	360.60605	14615.95215	2961	1	67	1	821.304	821.304	2184.26959	5.66065	12380	16482.8	12501.2761285603	16283.1957110546
