ChannelName	X	Y	Xc	Yc	Height	Area	Width	Phi	Ax	BG	I	Frame	Length	Link	Valid	Z	Zc	Photons	LateralLocalizationAccuracy	Xw	Yw	Xwc	Ywc
405/561	17364.6	24744.2	17313.2	24633.3	74.05502	838.05243	429.45569	0.71872	0.83875	258.14285	4117.03174	6977	1	34	1	217	217	150.84944	67.64688	17364.6	24744.2	17310.3921255381	24602.7723552103
405/561	17015.8	24643.5	16963.5	24533.9	257.00168	11875.42285	407.02454	0.6131	0.71211	277.36362	13961.04785	6984	4	3	1	210	210	2137.57611	9.68927	17015.8	24643.5	16960.6869144605	24503.3797778478
405/561	17068.5	24659.5	17014.4	24552.5	214.99368	5118.46289	397.8331	1.36545	0.64105	293.3808	4502.32422	6998	2	2	1	217	217	921.32332	15.37074	17068.5	24659.5	17011.5764923053	24521.994623123
405/561	17012	24835.4	16950.8	24755.1	91.22556	904.70514	402.02707	0.77361	0.7015	204.44261	1748.75403	7136	1	74	1	203	203	162.84693	49.82559	17012	24835.4	16947.8737596327	24724.7409551212
405/561	17417.2	24760.5	17359.1	24684.3	148.87779	1573.80408	415.06912	0.66778	0.86355	272.90244	1807.65295	7154	1	8	1	170	170	283.28473	35.67792	17417.2	24760.5	17356.1603597189	24653.9600419035
405/561	16995.1	24623.9	16936.1	24495.5	160.3233	3053.9585	403.80621	1.22853	0.6477	294.81964	3779.03711	7488	2	5	1	227	227	549.71253	25.50093	16995.1	24623.9	16932.9117168735	24465.5142077542
405/561	17050.9	24705.5	16989.8	24570.6	343.20871	7041.82227	409.15576	0.54339	0.71685	284.28986	8497.5459	7864	2	4	1	213	213	1267.52801	12.00424	17050.9	24705.5	16986.3318075625	24541.0129094303
405/561	17140.6	24848.5	17079.5	24713.6	290.3017	16748.15625	429.26556	1.06349	0.88617	273.85373	17895.61328	7897	4	3	1	199	199	3014.66812	7.81867	17140.6	24848.5	17076.0072410538	24684.0479018647
405/561	17336.6	24967.1	17275.5	24832.2	185.62627	2841.42212	402.40076	0.87433	0.6891	221.23572	3264.2793	7943	2	2	1	208	208	511.45598	23.92749	17336.6	24967.1	17271.9729968296	24802.6966791974
405/561	17050.7	24584.4	16989.6	24449.5	79.00601	780.9292	401.36157	0.80282	0.69918	291.21829	743.42505	7948	1	34	1	202	202	140.56726	67.23384	17050.7	24584.4	16986.0692746313	24420.0019810814
405/561	17434.8	25002.7	17373.7	24867.8	176.47778	1638.19263	388.95334	1.17624	0.67687	199.47011	2143.24731	8205	1	10	1	184	184	294.87467	26.73258	17434.8	25002.7	17369.9779536395	24838.5744979185
405/561	17051.9	24630.3	16990.9	24495.4	220.86227	8273.12305	434.41626	0.95632	0.86086	284.1814	6639.15479	8402	3	2	1	222	222	1489.16215	13.56973	17051.9	24630.3	16987.0312990271	24466.3833921478
405/561	17409	24999.6	17347.9	24864.6	283.03015	7161.54004	396.56815	1.13822	0.66815	218.69751	11767.14063	8569	3	6	1	204	204	1289.07721	11.82653	17409	24999.6	17343.9069776044	24835.7604750731
405/561	17450	24947	17388.9	24812	224.095	3988.39502	401.48022	0.69034	0.71243	286.40851	7810.04883	8680	2	58	1	197	197	717.9111	19.43213	17450	24947	17384.8243448025	24783.2781768977
405/561	17025	24652.5	16963.9	24517.5	224.42819	4231.85742	407.8017	0.17105	0.8109	284.23694	6301.18457	8857	2	7	1	174	174	761.73434	18.87467	17025	24652.5	16959.6925789832	24488.965863591
405/561	17549	24994.9	17487.9	24860	160.19069	1645.62488	409.17288	0.31829	0.74402	283.51062	1486.1283	8923	1	1	1	203	203	296.21248	33.87521	17549	24994.9	17483.6434459659	24831.5358484597
405/561	16913.7	24677.1	16852.6	24542.2	258.12625	3702.25244	393.76071	0.76847	0.7176	241.48743	6834.14355	9021	2	4	1	179	179	666.40544	18.70149	16913.7	24677.1	16848.2704908795	24513.8397653859
405/561	16910.7	24659.8	16849.6	24524.9	293.99695	3046.927	410.97903	0.40165	0.83558	209.7095	5047.92188	9083	1	71	1	171	171	548.44686	17.32831	16910.7	24659.8	16845.2243356208	24496.6055087474
405/561	17437.7	24989	17376.6	24854.1	184.40109	2131.67114	434.04865	0.8636	0.84926	264.01849	2687.94946	9195	1	6	1	225	225	383.70081	28.81656	17437.7	24989	17372.1409583792	24825.9242709488
405/561	17156.7	24893	17095.6	24758.1	243.01657	2322.71411	394.67532	0.64619	0.73127	266.6062	2372.48608	9324	1	9	1	175	175	418.08854	22.5045	17156.7	24893	17091.0449256635	24730.0610595558
405/561	17195.6	24960	17134.5	24825.1	115.30086	1247.72083	419.95471	0.44035	0.82061	249.64569	1030.28406	9339	1	8	1	199	199	224.58975	43.63284	17195.6	24960	17129.9337590686	24797.0769652078
405/561	17441	25000.4	17379.9	24865.5	138.75	2438.25879	409.85693	0.56196	0.71354	223.68784	2561.57471	9358	2	6	1	216	216	438.88658	28.69592	17441	25000.4	17375.3196147151	24837.497112367
405/561	17479.9	24969.4	17418.8	24834.5	164.73845	1852.76672	428.12729	0.48819	0.81131	258.6658	810.09802	9363	1	2	1	223	223	333.49801	31.71193	17479.9	24969.4	17414.2158925168	24806.502414251
405/561	17448.5	25015.2	17387.4	24880.3	229.30852	4369.24805	414.56549	0.35635	0.73026	188.69351	5060.50391	9365	2	11	1	220	220	786.46465	16.0041	17448.5	25015.2	17382.8144036375	24852.3045350045
405/561	16807.7	24678.8	16746.6	24543.9	352.9668	14876.58301	419.6882	0.81965	0.87393	200.56783	15762.30859	9553	5	2	1	178	178	2677.78494	8.06853	16807.7	24678.8	16741.874448982	24516.1038858426
405/561	17044.2	24693.3	16983.2	24558.4	343.59198	3340.28052	398.04303	0.59098	0.73131	261.22388	2671.71533	9676	1	1	1	183	183	601.25049	16.41673	17044.2	24693.3	16978.3828829042	24530.7343121888
405/561	17032.2	24654.8	16971.1	24519.9	291.93341	6920.21777	414.86334	0.40827	0.82728	244.15605	11903.38086	9831	3	2	1	184	184	1245.6392	13.80219	17032.2	24654.8	16966.1674947574	24492.3986705925
405/561	16915.4	24558.8	16854.3	24423.9	112.8531	1191.59265	414.82718	0.07124	0.76447	273.25601	1353.34619	9856	1	68	1	208	208	214.48668	46.37478	16915.4	24558.8	16849.348883766	24396.4251800125
405/561	16988.8	24644.4	16927.7	24509.5	231.63733	2201.61475	393.57404	1.2427	0.66107	234.15894	2854.84497	9924	1	4	1	200	200	396.29065	22.30961	16988.8	24644.4	16922.6982618693	24482.0972856348
405/561	17466	25008.5	17404.9	24873.6	235.80409	3975.58374	397.46619	0.8849	0.69621	280.77716	7380.82129	9943	2	1	1	195	195	715.60507	18.97499	17466	25008.5	17399.8841175159	24846.217432794
405/561	16964.1	24620	16903	24485	103.8029	957.19543	387.66412	1.15909	0.68138	269.92859	535.72766	9963	1	1	1	180	180	172.29518	49.95666	16964.1	24620	16897.9692287227	24457.6386403299
405/561	17372.5	24781	17311.4	24646.1	57.00123	610.37909	417.75125	0.08704	0.75745	230.80922	-333.18253	10352	1	60	1	218	218	109.86824	82.70392	17372.5	24781	17306.0796416962	24619.1511269044
405/561	17138.4	24784	17077.3	24649.1	313.14548	2956.88525	392.28723	1.38343	0.64724	268.05569	8533.36133	10489	1	4	1	203	203	532.23935	17.98534	17138.4	24784	17071.8776534632	24622.2963985258
405/561	17521.7	25026.8	17460.6	24891.9	67.64079	655.32404	397.35965	0.92352	0.6918	174.31168	2170.44141	10636	1	39	1	197	197	117.95833	61.62578	17521.7	25026.8	17455.0682208336	24865.2522739152
405/561	17409.6	24910.1	17348.5	24775.2	272.70157	2870.34106	414.17413	0.6249	0.69986	273.56583	2169.448	10687	1	10	1	230	230	516.66139	20.48825	17409.6	24910.1	17342.9302544111	24748.6063531319
405/561	17217.9	24887.1	17156.8	24752.2	169.48341	1623.00781	395.05423	1.26256	0.65647	199.79248	2614.34009	10768	1	13	1	205	205	292.14141	27.74514	17217.9	24887.1	17151.1699547989	24725.6922436525
405/561	17110.2	24771.8	17049.1	24636.9	187.11557	2156.07837	433.34854	0.87461	0.85201	134.80095	2967.71802	11097	1	58	1	222	222	388.09411	21.78549	17110.2	24771.8	17043.2250341518	24610.7411076192
405/561	16882.9	24582.8	16821.8	24447.9	452.27625	11572.23145	409.89014	0.00678	0.78267	259.21338	10002.54395	12223	5	4	1	190	190	2083.00166	10.68612	16882.9	24582.8	16815.0867950982	24422.935091894
405/561	17289.4	24807.7	17228.3	24672.8	183.2912	3271.3208	425.10504	0.30929	0.79395	252.77582	4288.29102	12774	2	2	1	222	222	588.83774	24.6084	17289.4	24807.7	17221.1766088473	24648.4193595099
405/561	17464.3	24933.5	17403.2	24798.6	147.36247	1627.91736	424.30951	0.71704	0.84887	246.09813	1382.18494	12840	1	1	1	200	200	293.02512	34.43296	17464.3	24933.5	17396.0274758299	24774.2893443786
405/561	17316.5	24836.8	17255.4	24701.9	116.79734	1135.92017	398.1232	1.45725	0.63086	253.91331	1330.54395	13055	1	3	1	222	222	204.46563	43.44306	17316.5	24836.8	17248.0674213037	24677.8173253902
405/561	17168.5	24873.7	17107.4	24738.8	129.51506	2724.51294	428.42609	1.18713	0.90586	221.93369	4315.21875	13225	2	8	1	189	189	490.41233	27.99562	17168.5	24873.7	17099.940866562	24714.8975894459
405/561	17110.3	24883	17049.2	24748.1	192.13051	1939.49609	405.60785	0.61647	0.71408	254.93484	2443.30444	13300	1	2	1	206	206	349.1093	27.35695	17110.3	24883	17041.6850335878	24724.2771177058
405/561	17293.9	24978	17232.8	24843.1	290.96286	8403.57031	413.82474	0.34542	0.73275	277.93179	7796.30664	13488	3	4	1	217	217	1512.64266	12.1488	17293.9	24978	17225.1450789323	24819.4764685438
405/561	17060.7	24815.8	16999.6	24680.8	157.49214	13718.25879	434.94165	1.47144	0.9318	224.78386	18301.2168	13596	3	9	1	197	197	2469.28658	7.97958	17060.7	24815.8	16991.8646794493	24657.2909892381
405/561	17116.3	24918.3	17055.3	24783.4	204.76283	2044.42578	403.38538	0.23824	0.76566	183.94989	2356.96411	13826	1	7	1	181	181	367.99664	22.65075	17116.3	24918.3	17047.3934583282	24760.1348759017
405/561	17391.1	24951.4	17330	24816.5	183.48381	2039.97144	425.67017	0.85634	0.86513	182.25009	3631.09717	13927	1	76	1	197	197	367.19486	24.87319	17391.1	24951.4	17322.0182699229	24793.3419739583
405/561	17059	24684.1	16998	24549.2	180.17455	7261.09473	426.21408	0.37604	0.80043	190.97879	6233.36377	14192	4	34	1	222	222	1306.99705	14.11229	17059	24684.1	16989.8209934138	24526.3229738098
405/561	16906.9	24641.4	16845.8	24506.5	55.82017	627.40204	427.99374	0.93765	0.87135	222.81798	1045.37146	14213	1	36	1	201	201	112.93237	83.00963	16906.9	24641.4	16837.605360181	24483.6452417226
405/561	17068.8	24924.8	17007.7	24789.9	124.67485	2709.03589	419.49805	0.89695	0.88571	185.09982	4996.94727	14360	2	29	1	173	173	487.62646	25.02839	17068.8	24924.8	16999.3959275515	24767.201117112
405/561	17050.8	24957.9	16989.8	24823	166.57291	1693.68127	407.07431	0.44525	0.7322	202.70259	2592.54907	14467	1	8	1	202	202	304.86263	28.34566	17050.8	24957.9	16981.4162725082	24800.4145774294
405/561	17151.4	24986.9	17090.3	24852	187.59857	2115.06323	428.65408	0.73438	0.84236	206.21619	6601.47168	14471	1	76	1	213	213	380.71138	25.6145	17151.4	24986.9	17081.9132947496	24829.4188189366
405/561	17296.9	24801	17235.8	24666.1	284.04251	10340.01953	407.45886	0.00688	0.78907	207.67493	11115.7334	14720	3	5	1	181	181	1861.20352	8.839	17296.9	24801	17227.227929275	24643.7828527593
405/561	17027.6	24816.9	16966.5	24682	342.71613	12719.44434	390.53989	1.20036	0.67112	235.0361	9849.00977	15030	5	6	1	190	190	2289.49998	8.66678	17027.6	24816.9	16957.6971529814	24660.0115695668
405/561	17236.2	24816.7	17175.1	24681.7	208.7226	3793.07007	400.74118	1.45532	0.6277	159.04709	1312.28992	15110	2	5	1	228	228	682.75261	16.00152	17236.2	24816.7	17166.2375978088	24659.7963997107
405/561	17079	24725.7	17017.9	24590.8	141.01509	1372.00989	398.20425	1.31695	0.64579	154.98195	2118.0061	15130	1	24	1	216	216	246.96178	29.5618	17079	24725.7	17009.0227090157	24568.9176072466
405/561	17406.4	24979.7	17345.3	24844.8	117.57885	5504.18457	401.21234	1.07275	0.66836	204.75311	6889.1748	15368	3	2	1	214	214	990.75322	14.88717	17406.4	24979.7	17336.2455323774	24823.1699769246
405/561	17086	24848.6	17025	24713.7	194.34105	1801.86926	388.72226	1.08441	0.68843	195.07298	1589.68457	15470	1	54	1	179	179	324.33647	24.29167	17086	24848.6	17015.8695995324	24692.178135358
405/561	17309.8	24885.8	17248.8	24750.9	218.27907	11710.36719	433.86771	0.80425	0.84183	249.98264	13205.24023	15530	4	3	1	227	227	2107.86609	10.54993	17309.8	24885.8	17239.6249331529	24729.4417579659
405/561	17055.6	24985.7	16994.5	24850.8	131.73244	1274.49072	397.08368	0.99056	0.68437	202.02849	3506.67847	15616	1	68	1	199	199	229.40833	35.12602	17055.6	24985.7	16985.2609113424	24829.4329503706
405/561	17392.9	25033.6	17331.8	24898.7	157.55438	1605.97778	407.5816	0.53033	0.72102	209.27213	2467.81226	15642	1	66	1	208	208	289.076	30.2218	17392.9	25033.6	17322.5415559114	24877.3605201673
405/561	17143.7	24865.5	17082.6	24730.5	254.0578	2504.44653	400.82025	1.36217	0.63738	121.15997	3157.14941	15771	1	33	1	225	225	450.80038	16.23466	17143.7	24865.5	17073.2455231956	24709.2973087743
405/561	16794.9	24597.6	16733.9	24462.7	77.13291	1760.42456	410.41507	0.72188	0.69428	212.66924	2641.15381	15900	2	42	1	224	224	316.87642	38.27911	16794.9	24597.6	16724.4494904799	24441.6340973813
405/561	17154.5	24784.9	17093.4	24650	263.73752	2590.41211	400.09076	0.3245	0.76148	188.65266	4753.43555	16175	1	58	1	175	175	466.27418	18.32064	17154.5	24784.9	17083.7447695743	24629.2257010008
405/561	17074	24949.9	17012.9	24815	95.71601	1044.62	421.74207	0.68903	0.8506	219.75661	1043.69861	16268	1	53	1	193	193	188.0316	49.161	17074	24949.9	17003.1755366862	24794.3243160431
405/561	17482.3	24978.6	17421.2	24843.7	147.65019	4669.68994	409.98529	0.02149	0.7802	246.58147	6430.72461	16577	3	13	1	191	191	840.54419	19.46366	17482.3	24978.6	17411.2455048322	24823.3519724737
405/561	17040	24804.4	16978.9	24669.5	110.64406	1094.48206	401.51364	0.71125	0.70984	248.75941	1199.52112	16753	1	2	1	199	199	197.00677	45.30796	17040	24804.4	16968.8144834526	24649.3385987902
405/561	17557.8	25062.8	17496.7	24927.9	88.34977	862.61078	398.9007	0.91084	0.69063	200.47246	909.19086	16763	1	55	1	200	200	155.26994	50.91443	17557.8	25062.8	17486.607039056	24907.7492025582
405/561	16914.1	24848.9	16853.1	24714	121.5275	1261.53162	411.31244	0.55132	0.7125	168.89619	2327.13989	17031	1	40	1	219	219	227.07569	35.06747	16914.1	24848.9	16842.807529228	24694.1333835402
405/561	17514.6	25014.7	17453.6	24879.8	112.95119	1210.47717	417.9198	0.0796	0.75806	192.17679	1297.20251	17057	1	49	1	218	218	217.88589	39.6518	17514.6	25014.7	17443.2881737969	24859.9609533369
405/561	17389.9	24966.2	17328.9	24831.3	284.74695	2897.56567	407.23688	0.38639	0.73914	248.39798	3950.00098	17133	1	5	1	200	200	521.56182	18.98956	17389.9	24966.2	17318.531596383	24811.5415419736
405/561	16795.2	24968.7	16734.1	24833.8	111.46597	1030.77344	388.21338	1.38131	0.65412	194.49652	630.48499	17139	1	72	1	192	192	185.53922	40.37405	16795.2	24968.7	16723.727129745	24814.0479042344
405/561	17100.4	24754.3	17039.3	24619.4	253.38928	2858.28613	428.76447	0.94226	0.87033	283.67374	1764.58667	17143	1	3	1	203	203	514.4915	22.20324	17100.4	24754.3	17028.9241519864	24599.6521457416
405/561	17455.6	25071.4	17394.5	24936.5	197.23616	3724.38452	407.56396	0.963	0.67143	261.99582	3709.9541	17179	2	5	1	226	226	670.38921	20.49324	17455.6	25071.4	17384.0973521588	24916.7903193063
405/561	17048.8	24897.7	16987.7	24762.8	159.9817	1754.19214	422.73041	1.01877	0.89535	184.21149	2801.70654	18398	1	74	1	178	178	315.75458	28.26763	17048.8	24897.7	16976.389880217	24744.3829186234
405/561	17301.8	24889.2	17240.7	24754.3	389.73514	4169.45264	417.55603	0.23936	0.73941	236.86887	2279.33667	18419	1	1	1	224	224	750.50147	14.21026	17301.8	24889.2	17229.3742469842	24735.9051865362
405/561	16965.9	24819.7	16904.8	24684.8	135.72702	1345.80872	401.99304	1.38318	0.63367	213.8116	1703.34998	18456	1	40	1	229	229	242.24557	35.00103	16965.9	24819.7	16893.4467027169	24666.4444204777
405/561	16877.6	24669.2	16816.5	24534.3	587.44098	10849.90527	414.64716	0.03316	0.76959	228.33603	10543.7998	18524	2	1	1	206	206	1952.98295	7.88297	16877.6	24669.2	16805.0960808203	24516.0165261
405/561	17364.3	24851.9	17303.2	24717	206.58313	2316.5752	427.49969	0.84126	0.85911	277.09186	1477.7356	18671	1	0	1	204	204	416.98354	26.49134	17364.3	24851.9	17291.6866481907	24698.8724014893
405/561	16909.4	24851.8	16848.3	24716.9	66.4185	628.05884	392.5687	1.22432	0.66483	159.35031	1401.51843	18811	1	64	1	197	197	113.05059	60.21603	16909.4	24851.8	16836.6824266388	24698.9208542411
405/561	17251.1	24791.4	17190.1	24656.5	180.96989	8269.09961	432.5842	0.99995	0.87031	254.28691	7464.05908	19213	3	4	1	213	213	1488.43793	12.87882	17251.1	24791.4	17178.1831618967	24638.947125714
405/561	17384	24991.7	17322.9	24856.8	261.06393	6333.83105	423.01364	0.77221	0.85932	232.78297	6121.61328	19804	2	6	1	192	192	1140.08959	12.94659	17384	24991.7	17310.5431980595	24839.8738084018
405/561	17306.6	24844	17245.5	24709.1	298.71979	5556.97314	406.353	1.10895	0.65718	279.18329	5648.83154	19869	2	6	1	229	229	1000.25517	14.53423	17306.6	24844	17233.0948094818	24692.2427328937
405/561	17273.3	24874.2	17212.2	24739.3	140.94211	4013.32178	405.58255	0.14198	0.77361	261.36066	4646.17188	19884	3	9	1	183	183	722.39792	22.54614	17273.3	24874.2	17199.7836428869	24722.4586385456
405/561	17346.8	24888.1	17285.8	24753.2	290.95374	9607.20801	407.77878	0.62544	0.70943	246.67805	9201.1084	19975	3	4	1	213	213	1729.29744	10.03727	17346.8	24888.1	17273.3158988782	24736.4551328343
405/561	17325.1	24869.1	17264	24734.2	160.89072	1677.87659	412.26318	0.49151	0.71799	245.87495	1674.07678	20009	1	2	1	219	219	302.01779	31.72749	17325.1	24869.1	17251.4905879298	24717.4911856454
405/561	17248.6	24853.1	17187.5	24718.2	281.43759	6298.73584	397.98608	1.10443	0.66974	239.68047	8426.63965	20615	3	2	1	206	206	1133.77245	13.8421	17248.6	24853.1	17174.5394574978	24702.1337739852
405/561	17102.7	25048.1	17041.6	24913.1	80.38944	730.52985	384.83939	1.12377	0.69142	198.72469	2401.43408	20814	1	12	1	170	170	131.49537	55.4831	17102.7	25048.1	17028.491314006	24897.244788968
405/561	17196.7	24880.2	17135.6	24745.3	123.27821	1192.23022	397.00589	1.29693	0.6497	224.75499	2401.28516	21746	1	2	1	212	212	214.60144	39.1257	17196.7	24880.2	17121.7974943758	24730.4330597292
405/561	17083.9	24907.2	17022.8	24772.3	148.22786	1370.48401	388.17905	1.14414	0.6822	196.01413	1459.44299	21803	1	75	1	181	181	246.68712	31.11348	17083.9	24907.2	17008.955060308	24757.4935009832
405/561	17176.7	24934.7	17115.6	24799.8	105.99484	1019.05255	395.83661	1.18001	0.66456	207.65657	1945.67725	22370	1	5	1	204	204	183.42946	43.54876	17176.7	24934.7	17101.3329294564	24785.5947271812
405/561	17248.3	24855.6	17187.2	24720.7	290.84103	8664.79785	386.94012	1.36763	0.65792	234.86292	12433.05176	22856	4	60	1	188	188	1559.66361	10.99366	17248.3	24855.6	17172.5710478124	24707.0100516763
405/561	17311.7	24955.7	17250.6	24820.8	305.72296	10925.74512	411.29016	0.16581	0.75912	233.31001	12751.81445	22872	3	2	1	202	202	1966.63412	8.92795	17311.7	24955.7	17235.9591328275	24807.1270168286
405/561	17341.8	25048.1	17280.7	24913.2	246.96822	4385.06445	401.89838	1.2594	0.64692	239.60446	4471.4541	23166	2	1	1	223	223	789.3116	16.58951	17341.8	25048.1	17265.8401788227	24899.8387479191
405/561	17278.8	24993.6	17217.7	24858.7	175.9722	2627.53271	428.73547	1.44145	0.9431	240.14676	1776.33728	23407	2	4	1	175	175	472.95589	30.03153	17278.8	24993.6	17202.6606706165	24845.5942769311
405/561	17068.7	24795.5	17007.6	24660.6	143.54645	1339.35425	389.95236	1.18692	0.67376	204.40004	1686.34363	23651	1	5	1	188	188	241.08376	32.61142	17068.7	24795.5	16992.3789010313	24647.7529808483
405/561	17176.6	24862.3	17115.5	24727.4	281.97125	6226.33008	424.21884	0.05213	0.76376	257.36588	11943.03223	23801	2	4	1	230	230	1120.73941	13.72731	17176.6	24862.3	17100.1671426343	24714.7120168583
405/561	16943.1	24677.4	16882	24542.4	157.23695	2287.90283	386.96591	1.04698	0.6966	193.87653	4219.75098	23965	2	10	1	172	172	411.82251	25.72073	16943.1	24677.4	16866.5449394887	24529.8858931313
