ChannelName	X	Y	Xc	Yc	Height	Area	Width	Phi	Ax	BG	I	Frame	Length	Link	Valid	Z	Zc	Photons	LateralLocalizationAccuracy	Xw	Yw	Xwc	Ywc
405/561	19512.6	21248.1	19451.5	21113.2	289.116	2130.77637	346.57156	0.8501	1.6609	287.59012	13418.1582	65592	1	62	1	-465	-465	383.53975	19.87365	19512.6	21248.1	19401.8525326217	21144.1183925707
405/561	19947	21257	19885.9	21122.1	256.57806	2072.34717	362.81192	0.07773	1.46457	419.56433	4417.3374	66412	1	1	1	-484	-484	373.02249	25.88878	19947	21257	19835.4704686458	21153.8522353576
405/561	19711.6	21248.3	19650.5	21113.4	264.86899	2144.44629	363.24704	0.24056	1.42494	547.27899	3712.46338	66468	1	3	1	-466	-466	386.00033	28.22009	19711.6	21248.3	19600.0169758773	21145.2091985505
405/561	19584.8	21343.4	19523.7	21208.5	271.71234	3987.85645	376.32196	0.996	1.29277	311.22382	4843.74902	67064	2	6	1	-487	-487	717.81416	17.87557	19584.8	21343.4	19472.6471248776	21240.9156522123
405/561	18881.4	21255.2	18820.4	21120.3	446.08865	3684.21802	366.87839	0.32147	1.4177	425.40396	4644.69971	68516	1	3	1	-489	-489	663.15924	15.72459	18881.4	21255.2	18767.9561189208	21154.1953400903
405/561	18341.1	21251.2	18280	21116.3	189.34322	1359.60754	342.09125	1.33078	1.79433	244.23912	4877.37207	68729	1	77	1	-488	-488	244.72936	27.28163	18341.1	21251.2	18227.3519203792	21150.4127524366
405/561	19596	21261	19535	21126.1	187.11934	1383.96716	347.18713	1.01181	1.71305	305.81732	2486.43774	69529	1	79	1	-489	-489	249.11409	30.32015	19596	21261	19481.5850856178	21161.0303400234
405/561	17505.6	21546.2	17444.5	21411.3	241.4628	1694.93127	338.2291	1.43557	1.81283	209.6925	3038.20923	69657	1	6	1	-471	-471	305.08763	20.63844	17505.6	21546.2	17390.9624378763	21446.3613173888
405/561	20030.2	21309.9	19969.1	21175	219.3786	1669.40247	352.16278	0.64108	1.62121	338.36588	2711.12695	69900	1	5	1	-484	-484	300.49244	27.31335	20030.2	21309.9	19915.329656927	21210.3101050197
405/561	17520.3	21530	17459.2	21395.1	195.50668	1646.40076	370.46487	0.69868	1.34028	275.44342	1905.17859	70732	1	15	1	-471	-471	296.35214	27.83148	17520.3	21530	17404.6334601894	21431.2633785683
405/561	19673.1	21354.2	19612	21219.3	135.49631	1100.55237	363.83267	0.03814	1.47828	305.74179	1300.43848	70869	1	56	1	-498	-498	198.09943	41.03259	19673.1	21354.2	19557.302512166	21255.6041151091
405/561	19616.8	21181.7	19555.7	21046.8	177.82124	1503.31165	371.18695	0.68654	1.34551	239.69664	3728.66211	72621	1	9	1	-480	-480	270.5961	28.64659	19616.8	21181.7	19499.3337995192	21084.9106867478
405/561	17552.2	21411.5	17491.2	21276.6	158.06171	1242.25085	357.89148	0.1412	1.50378	252.5896	1831.01318	74186	1	79	1	-469	-469	223.60515	32.66422	17552.2	21411.5	17433.3564053605	21316.3370011601
405/561	18282.4	21126.3	18221.3	20991.4	277.37152	4151.00684	363.83813	0.14892	1.45009	335.0495	4688.06348	74410	2	1	1	-484	-484	747.18123	16.70801	18282.4	21126.3	18163.2462779113	21031.3708993492
405/561	19768.4	21291.3	19707.3	21156.4	136.60164	1156.41553	371.44031	0.8224	1.31529	282.45639	2785.4707	76145	1	8	1	-463	-463	208.15479	39.30257	19768.4	21291.3	19647.6326867378	21198.193367347
405/561	17685.5	21526.8	17624.5	21391.9	333.8623	2658.17383	360.22015	0.07314	1.49438	219.24129	4234.02832	78165	1	2	1	-481	-481	478.47129	15.81497	17685.5	21526.8	17562.9918638993	21435.842541427
405/561	19384.9	21315.1	19323.8	21180.1	198.38919	1718.07068	375.68304	1.13073	1.26147	371.21927	2975.97192	78497	1	1	1	-460	-460	309.25272	31.20658	19384.9	21315.1	19261.993912578	21224.3989283175
405/561	19989.4	21093.1	19928.3	20958.2	77.65826	575.08221	347.40109	0.94557	1.69347	327.40411	2306.21631	79316	1	73	1	-483	-483	103.5148	72.25684	19989.4	21093.1	19865.765120105	21003.3822181241
405/561	18628.2	21321.8	18567.1	21186.8	101.87498	847.74323	368.26331	0.38344	1.40731	264.9357	2594.97656	79365	1	15	1	-493	-493	152.59378	50.44244	18628.2	21321.8	18504.5218087889	21232.0352563573
405/561	19805.9	21336.1	19744.8	21201.2	144.68492	1032.54016	341.03732	1.41831	1.819	300.20667	2029.06738	80341	1	52	1	-490	-490	185.85723	38.27103	19805.9	21336.1	19681.3663860391	21247.496401171
405/561	19843.8	21239.7	19782.7	21104.8	223.57523	1673.08191	349.22617	0.89441	1.68504	298.52499	2570.55713	81996	1	4	1	-492	-492	301.15474	25.46277	19843.8	21239.7	19717.8500634324	21152.9175309071
405/561	17672	21510.5	17610.9	21375.6	254.97116	2214.45264	376.22507	1.07006	1.27637	244.89958	2001.46216	82208	1	62	1	-476	-476	398.60147	20.85094	17672	21510.5	17545.8719961868	21423.952909192
405/561	20048.6	21401.6	19987.6	21266.7	282.04883	5129.66895	379.61362	1.33576	1.23092	276.32352	7430.1543	83355	2	4	1	-472	-472	923.34041	13.77721	20048.6	21401.6	19921.6228526453	21316.3351588132
405/561	18414.7	21537.7	18353.6	21402.8	105.9886	841.32513	359.67676	0.03748	1.48301	254.00217	1206.09827	84405	1	64	1	-471	-471	151.43852	47.66775	18414.7	21537.7	18286.7763202674	21453.6225363467
405/561	18011.4	21521.9	17950.3	21387	159.56624	3041.72705	372.34106	0.81801	1.31936	291.97369	4243.40088	85075	2	27	1	-473	-473	547.51087	21.91321	18011.4	21521.9	17882.9480445113	21438.5873271241
405/561	17487.8	21473.5	17426.7	21338.6	178.93752	1402.99695	357.46844	0.14597	1.50344	170.13475	1913.01135	85292	1	9	1	-466	-466	252.53945	24.80771	17487.8	21473.5	17359.1790150381	21390.4362589845
405/561	18620.7	21121.2	18559.7	20986.3	143.62198	1911.47046	351.84042	0.47553	1.57231	140.50446	4783.24512	85708	2	4	1	-461	-461	344.06468	22.30231	18620.7	21121.2	18491.8578831396	21038.6151948098
405/561	17749.4	21274.1	17688.4	21139.2	124.30499	1019.18011	365.54532	0.43973	1.38421	171.05237	2210.66626	86680	1	55	1	-460	-460	183.45242	34.56476	17749.4	21274.1	17619.8229144633	21192.6432952875
405/561	18388.4	21405.9	18327.3	21271	291.07233	2092.02808	342.24991	1.38353	1.81241	301.58969	1896.17627	87762	1	6	1	-496	-496	376.56505	20.13237	18388.4	21405.9	18257.9313005478	21325.7145551476
405/561	20116.1	21579.5	20055	21444.6	181.83754	1322.31055	344.25876	1.26157	1.78056	104.11321	3366.98828	88298	1	62	1	-497	-497	238.0159	20.4491	20116.1	21579.5	19985.2500012059	21499.9505971756
405/561	19171.7	21119.1	19110.6	20984.2	179.84689	1387.40771	354.57706	0.52973	1.59837	192.11679	3122.56836	88795	1	66	1	-490	-490	249.73339	25.91301	19171.7	21119.1	19040.5031085809	21040.1441980047
405/561	18386.4	21440.9	18325.3	21306	198.12167	1663.42163	369.90927	0.66251	1.34675	189.72565	2421.0354	88804	1	7	1	-471	-471	299.41589	23.63128	18386.4	21440.9	18255.1968869744	21361.9549818677
405/561	18065.8	21543	18004.7	21408.1	150.14717	1265.64258	370.64401	0.62082	1.35892	230.19969	1587.59216	88874	1	80	1	-484	-484	227.81566	32.91562	18065.8	21543	17934.5485704484	21464.1388986567
405/561	17927	21432.6	17865.9	21297.6	283.16336	1986.74011	338.15207	1.38214	1.79448	267.13464	2232.1272	89270	1	3	1	-465	-465	357.61322	19.67639	17927	21432.6	17795.4777172835	21354.1150488171
405/561	17551	21337.8	17489.9	21202.8	134.22925	1096.69116	364.90402	0.22236	1.43539	143.27385	1603.07495	89411	1	46	1	-484	-484	197.40441	29.97467	17551	21337.8	17419.3823050081	21259.4851750642
405/561	19699.5	21150.1	19638.4	21015.2	165.21054	1352.44934	365.25961	0.14758	1.45536	379.46365	746.25018	89774	1	4	1	-497	-497	243.44088	37.45518	19699.5	21150.1	19567.6391891576	21072.3245978965
405/561	19214.4	21251.3	19153.3	21116.4	110.28386	1653.32471	368.71042	0.56295	1.36595	158.52747	2831.80664	89808	2	2	1	-473	-473	297.59845	29.17478	19214.4	21251.3	19082.5166055054	21173.5658628477
405/561	17895.7	21127	17834.7	20992.1	168.6454	1371.88208	364.10883	0.20265	1.43753	215.34021	3233.60425	90191	1	53	1	-479	-479	246.93877	28.76614	17895.7	21127	17763.6644537399	21049.7319784725
405/561	19895.6	21203.4	19834.5	21068.5	134.08867	1099.43945	365.55243	0.25504	1.42952	229.0713	1428.21716	90705	1	4	1	-486	-486	197.8991	36.49151	19895.6	21203.4	19763.1326368477	21126.7612582828
405/561	19176.9	21408.5	19115.8	21273.6	129.4624	987.83374	352.63882	0.60182	1.61167	148.18355	1816.81323	90821	1	15	1	-483	-483	177.81007	31.40532	19176.9	21408.5	19044.3588114354	21332.0038747813
405/561	18842.6	21218	18781.6	21083	91.65823	814.64899	380.59192	1.29714	1.24196	348.89944	-703.1499	91684	1	11	1	-488	-488	146.63682	63.37785	18842.6	21218	18709.6221017275	21142.4719645876
405/561	19610	21332	19548.9	21197.1	437.63895	7685.85986	383.26627	1.43303	1.22215	359.0513	8500.69336	92970	2	6	1	-496	-496	1383.45478	10.83445	19610	21332	19476.1646802647	21258.1873833901
405/561	19636.7	21249.7	19575.6	21114.8	513.12048	5556.36621	354.75247	0.51928	1.59606	243.2626	8698.11914	93068	2	8	1	-491	-491	1000.14592	10.88857	19636.7	21249.7	19502.8091069224	21176.0116877483
405/561	19630.4	21155.3	19569.3	21020.4	231.92809	1866.71973	362.17871	0.19238	1.43312	293.54517	1017.45416	93484	1	48	1	-463	-463	336.00955	24.44183	19630.4	21155.3	19496.2766723246	21082.141281526
405/561	17682.6	21350.4	17621.6	21215.5	85.98687	653.18402	351.85339	0.52694	1.58707	289.57947	1115.21472	93925	1	1	1	-468	-468	117.57312	61.82934	17682.6	21350.4	17548.3364798671	21277.80615971
405/561	18356.7	21325.2	18295.6	21190.3	198.63831	1462.31958	346.3775	1.02322	1.71337	281.48605	10602.03223	94333	1	29	1	-484	-484	263.21752	27.69721	18356.7	21325.2	18222.1200500922	21253.1319842865
405/561	17326.1	21378.6	17265	21243.7	77.49296	602.14026	355.85883	0.28174	1.53406	247.93787	804.76678	95232	1	2	1	-470	-470	108.38525	63.6014	17326.1	21378.6	17191.0632532949	21307.7017323056
405/561	17876.7	21323.4	17815.6	21188.5	110.01407	1629.9635	365.39532	0.38954	1.3959	162.95496	2857.53516	95420	2	29	1	-466	-466	293.39343	29.41916	17876.7	21323.4	17741.5712892534	21252.7483198808
405/561	19838.3	21189.9	19777.2	21055	126.42229	2362.99805	379.36508	1.18887	1.26086	305.15326	2913.54272	96869	2	25	1	-491	-491	425.33965	29.33117	19838.3	21189.9	19702.5051551961	21121.1723728464
405/561	17688	21274	17626.9	21139.1	240.50124	2071.67383	374.68134	0.77814	1.33595	232.09367	3969.45435	97641	1	3	1	-500	-500	372.90129	21.50986	17688	21274	17551.8820118061	21206.3148961456
405/561	20020.2	21564.3	19959.1	21429.4	129.26376	2280.91846	350.79861	0.60941	1.60666	341.5473	3937.26563	98260	2	4	1	-469	-469	410.56532	27.51443	20020.2	21564.3	19883.839400993	21497.4598171882
405/561	18332.9	21365.9	18271.8	21231	273.62363	7640.97217	353.67798	0.48229	1.58152	304.27957	12369.33984	98643	5	87	1	-477	-477	1375.37499	12.77097	18332.9	21365.9	18196.3967882168	21299.5866931145
405/561	19925.2	21260.5	19864.1	21125.6	82.58764	607.62689	346.2749	1.06182	1.725	195.6515	992.32294	98769	1	35	1	-488	-488	109.37284	53.73426	19925.2	21260.5	19788.6511406355	21194.3607168525
405/561	17841.7	21230.9	17780.6	21096	183.15167	1579.57422	374.90793	0.84854	1.32085	371.7869	1394.12915	99306	1	8	1	-494	-494	284.32336	33.66437	17841.7	21230.9	17704.9637243334	21165.506266383
405/561	19716.8	21331.8	19655.7	21196.9	216.10254	4472.771	361.54361	0.04722	1.49235	225.47078	6377.04199	100884	3	1	1	-489	-489	805.09878	15.48906	19716.8	21331.8	19579.5814778303	21268.6342431419
405/561	20121.8	21440.5	20060.7	21305.6	145.26709	1038.68335	341.36423	1.22301	1.75605	283.97168	2849.58667	103214	1	5	1	-470	-470	186.963	37.20265	20121.8	21440.5	19984.0652150354	21380.7296447196
405/561	18516.7	21218.8	18455.6	21083.9	141.97641	1027.92554	343.50479	1.22547	1.76583	230.82777	9381.4873	103446	1	5	1	-486	-486	185.0266	34.7337	18516.7	21218.8	18378.9271356234	21159.3748894634
405/561	18502.5	21232.3	18441.4	21097.4	192.82214	2264.93652	345.89136	1.15272	1.75214	239.60269	3400.45801	103717	2	3	1	-497	-497	407.68857	23.10424	18502.5	21232.3	18364.6857962888	21173.2798548728
405/561	17743.4	21482.4	17682.4	21347.4	113.06222	942.01245	368.49332	0.36344	1.41292	176.68518	1840.83777	103731	1	5	1	-498	-498	169.56224	38.24397	17743.4	21482.4	17605.6837530839	21423.3008251033
405/561	18583.7	21240.9	18522.6	21106	101.69903	738.19446	343.94345	1.08561	1.72296	177.7637	2749.07983	104227	1	4	1	-473	-473	132.875	42.34112	18583.7	21240.9	18445.8172671508	21182.6469301922
405/561	18490.7	21303.6	18429.7	21168.6	230.54633	1653.91345	341.93011	1.31097	1.78716	271.71918	3203.40894	104785	1	2	1	-484	-484	297.70442	23.82449	18490.7	21303.6	18352.8562383421	21246.0936547654
405/561	17665.8	21294.4	17604.7	21159.5	135.23206	974.11292	342.62961	1.26879	1.77627	206.47292	1342.81824	104798	1	1	1	-484	-484	175.34032	34.64756	17665.8	21294.4	17527.8549896024	21237.0134735103
405/561	19640.4	21257.4	19579.3	21122.5	177.26801	2336.94751	380.81451	1.22411	1.25787	253.48694	2593.03613	107456	2	12	1	-500	-500	420.65055	27.49352	19640.4	21257.4	19502.3622119905	21204.1512877455
405/561	18828.2	21296.1	18767.1	21161.2	96.74615	758.7486	357.51328	0.23941	1.52879	56.86124	2364.13232	107463	1	63	1	-479	-479	136.57475	28.26505	18828.2	21296.1	18690.1623882314	21242.8624044582
405/561	19378	21162.5	19316.9	21027.6	191.0863	1338.83569	337.91611	1.41636	1.80495	326.32697	1916.77917	108132	1	6	1	-467	-467	240.99042	30.58476	19378	21162.5	19239.9892307188	21110.3300004883
405/561	19406.2	21137.3	19345.1	21002.4	418.58667	3471.86279	367.6619	0.51123	1.37458	353.58011	2826.89746	108142	1	2	1	-471	-471	624.9353	15.49072	19406.2	21137.3	19268.1897814669	21085.1460354732
405/561	19432	21136.7	19371	21001.8	267.38132	1944.10547	344.23453	1.04901	1.71263	217.28218	2950.75024	108265	1	4	1	-471	-471	349.93898	19.11986	19432	21136.7	19294.0969141785	21084.7434496094
405/561	18422.9	21294.3	18361.8	21159.4	103.4693	885.4718	373.45789	0.80072	1.32693	236.33102	2873.50684	109549	1	41	1	-486	-486	159.38492	47.20417	18422.9	21294.3	18285.0106300076	21244.4242787051
405/561	17435.3	21543.1	17374.2	21408.2	81.89922	687.36884	369.841	0.70885	1.33577	157.39664	868.91089	110039	1	42	1	-463	-463	123.72639	49.14759	17435.3	21543.1	17297.4726999346	21494.0278148016
405/561	19186.6	21289	19125.5	21154.1	234.15065	2069.06226	379.48895	1.28481	1.24112	275.47714	3000.02954	110527	1	7	1	-478	-478	372.43121	23.5952	19186.6	21289	19048.8446282349	21240.7331408066
405/561	17766.9	21490.6	17705.8	21355.7	282.61649	2473.32715	377.66095	1.00398	1.29522	283.86111	2885.87769	112504	1	2	1	-499	-499	445.19889	20.15551	17766.9	21490.6	17629.5373953515	21445.6458801601
405/561	19686.4	21239.2	19625.3	21104.3	257.68588	12062.33594	376.58957	0.98492	1.29603	294.293	19332.95898	113499	4	10	1	-491	-491	2171.22047	8.527	19686.4	21239.2	19549.2952449929	21195.9424627336
405/561	17257.6	21520.5	17196.5	21385.6	243.64944	1704.03931	337.61142	1.43324	1.80929	212.90306	1268.11743	113994	1	55	1	-466	-466	306.72708	20.5948	17257.6	21520.5	17120.6381963409	21478.0935225758
405/561	19784.6	21329	19723.6	21194.1	187.22061	5114.4043	349.94638	0.73882	1.64123	268.98727	6791.70215	114616	3	30	1	-478	-478	920.59277	13.89549	19784.6	21329	19647.9314557525	21287.6693969745
405/561	17493.2	21346.8	17432.1	21211.9	163.38518	1301.70349	360.33774	0.19631	1.52745	251.12331	1148.03479	115008	1	7	1	-498	-498	234.30663	31.59556	17493.2	21346.8	17356.5609731617	21306.1510707922
405/561	17358.4	21425.4	17297.3	21290.5	73.81373	1333.6134	345.57053	0.95633	1.68932	187.9201	2178.21777	115023	2	32	1	-470	-470	240.05041	34.04729	17358.4	21425.4	17221.766046943	21384.7772103223
405/561	17864.4	21440	17803.3	21305.1	104.63591	813.40082	355.93604	0.31976	1.5448	140.18855	1766.72498	115637	1	22	1	-476	-476	146.41215	37.26517	17864.4	21440	17727.9811316642	21400.4506289138
405/561	18544.7	21131.5	18483.7	20996.5	84.64583	646.87122	352.9118	0.46731	1.57428	230.71165	1499.88574	115737	1	23	1	-469	-469	116.43682	56.54546	18544.7	21131.5	18408.4175226479	21092.0260831149
405/561	19146.9	21206.7	19085.8	21071.8	95.8461	1828.35376	382.91141	1.41001	1.22577	157.90163	4716.71777	115785	2	46	1	-495	-495	329.10368	28.44756	19146.9	21206.7	19010.5351250167	21167.4103632497
405/561	19935	21279.9	19874	21145	122.83327	955.88403	356.12677	0.32521	1.54702	250.99576	1371.83386	115920	1	72	1	-478	-478	172.05913	41.2421	19935	21279.9	19798.7850991894	21240.8476163822
405/561	17202.8	21304.7	17141.7	21169.7	153.71126	3713.91943	346.46539	1.04953	1.72192	195.08217	1475.03711	116202	3	6	1	-488	-488	668.5055	16.00691	17202.8	21304.7	17066.5917078569	21266.0442303789
405/561	17909.8	21255.1	17848.8	21120.2	181.02449	1568.63916	375.79666	1.07159	1.27465	249.18634	1423.11646	116519	1	4	1	-471	-471	282.35505	28.63893	17909.8	21255.1	17773.8151116518	21217.1041102162
405/561	17429.6	21407.3	17368.6	21272.4	93.78821	670.28009	341.28256	1.41303	1.81825	193.29213	2730.65308	117500	1	75	1	-491	-491	120.65042	47.39234	17429.6	21407.3	17294.020635728	21371.0474397842
405/561	19181.2	21406.1	19120.2	21271.1	192.46028	4178.58643	372.09796	0.7854	1.32593	178.12004	5085.99902	117548	3	44	1	-475	-475	752.14556	15.76668	19181.2	21406.1	19045.6413859534	21369.8331482117
405/561	17917.9	21238.1	17856.8	21103.2	91.17408	807.59961	379.94647	1.32033	1.23516	245.42213	-1050.34534	117642	1	5	1	-478	-478	145.36793	54.1533	17917.9	21238.1	17782.2822652559	21202.1011024633
405/561	19447.7	21132.2	19386.6	20997.3	125.68938	1048.87097	368.78375	0.39231	1.4069	277.03659	472.55762	121043	1	40	1	-497	-497	188.79677	42.15555	19447.7	21132.2	19313.772601564	21102.3698817403
405/561	19894.2	21076.1	19833.2	20941.2	140.3	1100.00537	357.46094	0.26966	1.53681	295.76563	1795.1582	122894	1	6	1	-482	-482	198.00097	39.12517	19894.2	21076.1	19761.4585855225	21049.6968082669
405/561	19958.4	21201.1	19897.3	21066.2	92.13825	677.58868	346.19687	0.95196	1.69056	234.67001	2092.98218	123301	1	25	1	-474	-474	121.96596	52.56133	19958.4	21201.1	19825.8123877314	21175.4563272856
405/561	17777.5	21286.4	17716.5	21151.5	165.83733	2962.55127	365.67001	0.41922	1.38966	280.37952	2883.78076	123389	2	9	1	-464	-464	533.25923	21.34462	17777.5	21286.4	17645.0679622247	21260.9208208651
405/561	17807.5	21430.9	17746.4	21296	239.59445	3024.76538	371.8559	0.59544	1.36881	226.27386	5621.51465	123391	2	3	1	-498	-498	544.45777	19.73285	17807.5	21430.9	17674.9692281554	21405.4245604748
405/561	19545.6	21130.5	19484.5	20995.6	151.69255	1207.9325	360.24606	0.08146	1.49667	326.33688	3382.64233	124164	1	14	1	-482	-482	217.42785	37.966	19545.6	21130.5	19413.5680081295	21106.4735878366
405/561	18656.8	21231.4	18595.8	21096.5	111.82659	937.62146	369.659	0.67508	1.34296	181.25797	1594.81348	124198	1	65	1	-467	-467	168.77186	39.06034	18656.8	21231.4	18524.8903788094	21207.4374881059
405/561	18046.4	21254.2	17985.4	21119.3	66.66529	563.57776	371.18216	0.68663	1.34547	219.36313	923.604	125734	1	67	1	-480	-480	101.444	69.45329	18046.4	21254.2	17915.5382467254	21233.1382051414
405/561	18376.1	21278	18315	21143.1	120.99139	1935.64063	355.72403	0.27621	1.53203	242.49597	2794.36182	125763	2	5	1	-468	-468	348.41531	28.32936	18376.1	21278	18245.1587220626	21256.99322542
405/561	18493.2	21292.6	18432.1	21157.7	115.83128	849.11993	345.64606	0.91661	1.67737	249.10059	1499.59839	125780	1	9	1	-466	-466	152.84159	43.45337	18493.2	21292.6	18362.2707365976	21271.6254829293
405/561	19249	21331.1	19187.9	21196.2	170.89676	1434.24963	369.83286	0.64187	1.35129	221.11337	2485.44507	126452	1	3	1	-473	-473	258.16493	28.72805	19249	21331.1	19118.5525782382	21311.4030785931
405/561	18722.1	21125.4	18661	20990.5	167.00296	1363.15454	364.72916	0.37249	1.39765	278.98459	1632.49268	126603	1	3	1	-462	-462	245.36782	32.3843	18722.1	21125.4	18591.7626913481	21105.990810256
405/561	19242.8	21363.3	19181.7	21228.4	468.57941	10472.97266	374.65912	0.85828	1.31788	263.19421	12946.81641	127191	3	2	1	-490	-490	1885.13508	8.24836	19242.8	21363.3	19112.8978373249	21345.0134640587
405/561	17231.4	21425.6	17170.3	21290.7	140.17316	1981.09143	374.35455	0.89903	1.30783	286.51505	2732.65454	127239	2	1	1	-482	-482	356.59646	32.87004	17231.4	21425.6	17101.5338032094	21407.4052622534
405/561	18306.6	21268.1	18245.5	21133.2	168.18309	1489.42017	379.9072	1.29512	1.24027	205.2085	2774.07666	127495	1	7	1	-481	-481	268.09563	28.25876	18306.6	21268.1	18176.9267434657	21250.3952349787
405/561	17896.6	21277	17835.5	21142.1	141.64998	1205.60498	372.43826	0.66492	1.35459	239.83102	2121.72827	128965	1	37	1	-495	-495	217.0089	35.36169	17896.6	21277	17768.0706408724	21262.1207197316
405/561	18185.2	21172	18124.1	21037.1	155.1057	1270.79578	365.41306	0.26805	1.42582	147.19135	2084.68457	129658	1	9	1	-483	-483	228.74324	26.61756	18185.2	21172	18057.2307005414	21158.4594058363
405/561	17188.2	21484	17127.1	21349.1	140.26315	1232.69983	378.45734	1.07044	1.2833	260.01349	2294.96802	129737	1	73	1	-498	-498	221.88597	36.96016	17188.2	21484	17060.2953739012	21470.6122685786
405/561	19225.2	21395.5	19164.2	21260.6	419.6203	3428.23486	364.89432	0.18158	1.44555	199.573	4419.91943	131443	1	3	1	-489	-489	617.08228	12.64464	19225.2	21395.5	19098.8323571986	21385.4253001557
405/561	17866.6	21453.8	17805.5	21318.9	220.13904	1641.27197	348.57947	0.69215	1.62185	281.23959	2366.37939	132119	1	2	1	-462	-462	295.42896	25.1954	17866.6	21453.8	17740.7225867779	21445.0439769968
405/561	19175.9	21019	19114.9	20884.1	148.5979	1203.10547	363.24994	0.06797	1.4686	200.30078	1932.86279	132361	1	6	1	-489	-489	216.55898	31.34347	19175.9	21019	19050.336679252	21010.7167964826
405/561	18321.6	21307.5	18260.6	21172.6	126.75227	2058.83081	347.25864	0.94218	1.69186	299.80829	1900.45898	132723	2	2	1	-481	-481	370.58955	28.0608	18321.6	21307.5	18196.3596498276	21299.9247780299
405/561	19914.7	21138.6	19853.6	21003.7	118.98524	1028.82312	375.39099	1.00336	1.28819	227.20895	3543.45142	132725	1	3	1	-477	-477	185.18816	40.6563	19914.7	21138.6	19789.3614431827	21131.0286918326
405/561	18360.2	21160.2	18299.1	21025.3	203.45815	1748.82214	374.27887	0.82909	1.32319	167.53416	2552.81128	133178	1	1	1	-490	-490	314.78799	21.9998	18360.2	21160.2	18235.2701606289	21153.5158014672
405/561	20043.3	21019.8	19982.2	20884.9	129.59888	1143.41333	379.19366	1.31215	1.2345	352.23944	648.58685	133469	1	2	1	-471	-471	205.8144	45.62199	20043.3	21019.8	19918.6353427912	21013.686314043
405/561	17851.1	21390.7	17790	21255.8	97.35182	827.52466	372.20178	0.66904	1.35287	175.3531	1938.47461	134082	1	33	1	-492	-492	148.95444	43.81637	17851.1	21390.7	17727.0005864921	21385.7896897512
405/561	18494.7	21475.1	18433.6	21340.2	87.45807	659.83221	350.65244	0.73123	1.64176	191.13629	1151.68787	134546	1	61	1	-483	-483	118.7698	50.3621	18494.7	21475.1	18371.0343274927	21471.1019090308
405/561	18361.1	21263.6	18300	21128.6	134.30341	942.77905	338.23727	1.38417	1.79554	184.45372	1589.60742	135373	1	1	1	-465	-465	169.70023	33.25353	18361.1	21263.6	18238.2197129333	21261.1304307921
405/561	19203.1	21417.3	19142	21282.4	196.32076	2935.62646	377.67999	1.15607	1.26256	235.08209	2980.46875	135416	2	7	1	-478	-478	528.41276	21.19978	19203.1	21417.3	19080.260974235	21415.0151933379
405/561	18703.5	21092.5	18642.4	20957.6	241.19084	1902.11511	358.50732	0.20448	1.52304	260.13095	2334.59009	135440	1	3	1	-483	-483	342.38072	22.45939	18703.5	21092.5	18580.6840218813	21090.2625062594
405/561	18096.2	21352.4	18035.1	21217.5	277.05521	2183.59595	358.3959	0.14266	1.50608	188.70592	2847.00488	135677	1	1	1	-474	-474	393.04727	17.59048	18096.2	21352.4	17973.6123105369	21350.6298575278
405/561	18619.1	21113.4	18558.1	20978.5	142.4492	1202.30823	370.88388	0.80266	1.31784	291.40381	1832.3374	136042	1	32	1	-460	-460	216.41548	38.30539	18619.1	21113.4	18496.9663385855	21112.3500864638
405/561	19239.2	21346.3	19178.1	21211.4	256.90497	2249.34717	377.74786	1.20651	1.25206	256.29126	4127.10645	136067	1	1	1	-471	-471	404.88249	21.08338	19239.2	21346.3	19116.9906947416	21345.2994373297
405/561	19260.9	21342.2	19199.8	21207.2	200.98592	1742.30627	375.87158	1.08529	1.27193	312.87137	1705.0874	136460	1	6	1	-470	-470	313.61513	28.63172	19260.9	21342.2	19139.0753706278	21341.875557709
405/561	17836.1	21240.8	17775.1	21105.9	145.61768	1243.31128	373.0293	0.75307	1.33633	146.62442	2027.88782	138275	1	5	1	-489	-489	223.79603	28.11112	17836.1	21240.8	17716.1945995727	21244.1668671363
405/561	17544.2	21140.9	17483.1	21005.9	119.25233	1704.19629	348.06271	0.77889	1.64558	307.05664	2479.75708	141011	2	36	1	-468	-468	306.75533	34.09127	17544.2	21140.9	17427.0615187366	21149.5953123498
405/561	18208.6	21208	18147.5	21073.1	137.02156	1149.31763	369.73077	0.71061	1.33497	158.5813	317.85855	142381	1	14	1	-462	-462	206.87717	30.64743	18208.6	21208	18092.9489889712	21219.5165049361
405/561	19256.2	21403.7	19195.1	21268.8	96.93879	755.97241	356.50385	0.41569	1.57345	261.15488	599.9129	143925	1	13	1	-492	-492	136.07503	52.55599	19256.2	21403.7	19142.263585527	21418.2829129295
405/561	19189.7	21358.2	19128.6	21223.3	106.939	824.7262	354.52502	0.57295	1.6105	241.56075	2098.48486	143991	1	13	1	-496	-496	148.45072	46.21739	19189.7	21358.2	19075.8377405722	21372.9139476464
405/561	17819.8	21019.1	17758.7	20884.2	75.43822	637.08356	370.99026	0.66876	1.34895	211.09268	2777.5271	144040	1	102	1	-481	-481	114.67504	60.60299	17819.8	21019.1	17705.9928398762	21033.9112280297
405/561	20084.1	21118.3	20023	20983.4	134.16692	1043.94788	356.10388	0.24856	1.52594	337.48364	1814.59326	144459	1	86	1	-468	-468	187.91062	43.30531	20084.1	21118.3	19970.765544961	21133.942964815
